Collection Date,Tick ID,Life Stage ,Sex,Site,Combined ID,Day,Quested?,Max Height Quested (cm),Questing Height Average,Total Time Spent Questing,Average Duration Spent on a quest (sec),Infection Status ,Bacterial Species ,Notes,
5/13/2020,SF2,Nymph,NA,SF,43964 SF2,Day 1,Yes,55,55,21,21,Negative ,,,
5/13/2020,SF2,Nymph,NA,SF,43964 SF2,Day 2,Yes,55,55,43,43,Negative ,,,
5/13/2020,SF2,Nymph,NA,SF,43964 SF2,Day 3,Yes,55,52.5,41,20.5,Negative ,,,
5/13/2020,SF3,Nymph,NA,SF,43964 SF3,Day 1,Yes,53,38.5,14,7,Negative ,,,
5/13/2020,SF3,Nymph,NA,SF,43964 SF3,Day 2,Yes,48,38.3,77,19.3,Negative ,,,
5/13/2020,SF3,Nymph,NA,SF,43964 SF3,Day 3,Yes,36,34.3,14,4.7,Negative ,,,
5/13/2020,SF4,Nymph,NA,SF,43964 SF4,Day 1,No,0,0,0,0,Negative ,,,
5/13/2020,SF4,Nymph,NA,SF,43964 SF4,Day 2,Yes,12,7.5,27,13.5,Negative ,,,
5/13/2020,SF4,Nymph,NA,SF,43964 SF4,Day 3,No,0,0,0,0,Negative ,,,
5/13/2020,SF5,Nymph,NA,SF,43964 SF5,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF5,Nymph,NA,SF,43964 SF5,Day 2,Yes,37,34.5,48,24,Positive,R. amblyommatis,,
5/13/2020,SF5,Nymph,NA,SF,43964 SF5,Day 3,Yes,52,33,100,16.7,Positive,R. amblyommatis,,
5/13/2020,SF6,Nymph,NA,SF,43964 SF6,Day 1,No,0,0,0,0,Negative ,,,
5/13/2020,SF6,Nymph,NA,SF,43964 SF6,Day 2,No,0,0,0,0,Negative ,,,
5/13/2020,SF6,Nymph,NA,SF,43964 SF6,Day 3,Yes,55,40.3,34,8.5,Negative ,,,
5/13/2020,SF7,Nymph,NA,SF,43964 SF7,Day 1,Yes,25,25,10,10,Positive,R. amblyommatis,,
5/13/2020,SF7,Nymph,NA,SF,43964 SF7,Day 2,Yes,23,17.5,137,68.5,Positive,R. amblyommatis,,
5/13/2020,SF7,Nymph,NA,SF,43964 SF7,Day 3,Yes,31,19.3,78,26,Positive,R. amblyommatis,,
5/13/2020,SF8,Nymph,NA,SF,43964 SF8,Day 1,Yes,42,42,5,5,Positive,R. amblyommatis,,
5/13/2020,SF8,Nymph,NA,SF,43964 SF8,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF8,Nymph,NA,SF,43964 SF8,Day 3,Yes,13,12.5,474,237,Positive,R. amblyommatis,,
5/13/2020,SF9,Nymph,NA,SF,43964 SF9,Day 1,Yes,43,16.8,26,6.5,Positive,R. amblyommatis,,
5/13/2020,SF9,Nymph,NA,SF,43964 SF9,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF9,Nymph,NA,SF,43964 SF9,Day 3,Yes,55,37.4,31,6.2,Positive,R. amblyommatis,,
5/13/2020,SF10,Nymph,NA,SF,43964 SF10,Day 1,Yes,32,22,39,13,Positive,R. amblyommatis,,
5/13/2020,SF10,Nymph,NA,SF,43964 SF10,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF10,Nymph,NA,SF,43964 SF10,Day 3,Yes,55,32,201,100.5,Positive,R. amblyommatis,,
5/13/2020,SF11,Adult,Male,SF,43964 SF11,Day 1,No,0,0,0,0,Negative ,,,
5/13/2020,SF11,Adult,Male,SF,43964 SF11,Day 2,Yes,55,45,129,32.3,Negative ,,,
5/13/2020,SF11,Adult,Male,SF,43964 SF11,Day 3,Yes,55,48.5,395,65.8,Negative ,,,
5/13/2020,SF12,Nymph,NA,SF,43964 SF12,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,Early termination in FWD
5/13/2020,SF12,Nymph,NA,SF,43964 SF12,Day 2,Yes,55,35.8,150,30,Positive,R. amblyommatis,,Early termination in FWD
5/13/2020,SF12,Nymph,NA,SF,43964 SF12,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,Early termination in FWD
5/13/2020,SF13,Adult,Male,SF,43964 SF13,Day 1,Yes,36,26,246,123,Negative ,,,
5/13/2020,SF13,Adult,Male,SF,43964 SF13,Day 2,No,0,0,0,0,Negative ,,,
5/13/2020,SF13,Adult,Male,SF,43964 SF13,Day 3,Yes,33,24.5,444,222,Negative ,,,
5/13/2020,SF14,Nymph,NA,SF,43964 SF14,Day 1,Yes,55,51.5,56,14,Positive,R. amblyommatis,,
5/13/2020,SF14,Nymph,NA,SF,43964 SF14,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF14,Nymph,NA,SF,43964 SF14,Day 3,Yes,55,55,73,73,Positive,R. amblyommatis,,
5/13/2020,SF15,Nymph,NA,SF,43964 SF15,Day 1,Yes,55,52.5,331,165.5,Negative ,,,
5/13/2020,SF15,Nymph,NA,SF,43964 SF15,Day 2,No,0,0,0,0,Negative ,,,
5/13/2020,SF15,Nymph,NA,SF,43964 SF15,Day 3,Yes,55,41.8,449,89.8,Negative ,,,
5/13/2020,SF16,Nymph,NA,SF,43964 SF16,Day 1,Yes,29,29,5,5,Positive,R. amblyommatis,,
5/13/2020,SF16,Nymph,NA,SF,43964 SF16,Day 2,Yes,15,12.5,534,267,Positive,R. amblyommatis,,
5/13/2020,SF16,Nymph,NA,SF,43964 SF16,Day 3,Yes,41,20.7,78,13,Positive,R. amblyommatis,,
5/13/2020,SF17,Nymph,NA,SF,43964 SF17,Day 1,Yes,55,55,20,20,Negative ,,,
5/13/2020,SF17,Nymph,NA,SF,43964 SF17,Day 2,Yes,27,17.5,81,13.5,Negative ,,,
5/13/2020,SF17,Nymph,NA,SF,43964 SF17,Day 3,Yes,16,14,21,10.5,Negative ,,,
5/13/2020,SF18,Nymph,NA,SF,43964 SF18,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF18,Nymph,NA,SF,43964 SF18,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF18,Nymph,NA,SF,43964 SF18,Day 3,Yes,54,53.5,22,11,Positive,R. amblyommatis,,
5/13/2020,SF19,Nymph,NA,SF,43964 SF19,Day 1,Yes,55,34.1,102,14.6,Negative ,,,
5/13/2020,SF19,Nymph,NA,SF,43964 SF19,Day 2,Yes,42,28.3,29,9.7,Negative ,,,
5/13/2020,SF19,Nymph,NA,SF,43964 SF19,Day 3,No,0,0,0,0,Negative ,,,
5/13/2020,SF20,Nymph,NA,SF,43964 SF20,Day 1,Yes,11,6,228,114,Positive,R. amblyommatis,,
5/13/2020,SF20,Nymph,NA,SF,43964 SF20,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF20,Nymph,NA,SF,43964 SF20,Day 3,Yes,15,15,10,10,Positive,R. amblyommatis,,
5/13/2020,SF21,Nymph,NA,SF,43964 SF21,Day 1,Yes,55,26.7,29,9.7,Positive,R. amblyommatis,,
5/13/2020,SF21,Nymph,NA,SF,43964 SF21,Day 2,Yes,8,4.5,19,9.5,Positive,R. amblyommatis,,
5/13/2020,SF21,Nymph,NA,SF,43964 SF21,Day 3,Yes,4,4,16,16,Positive,R. amblyommatis,,
5/13/2020,SF22,Nymph,NA,SF,43964 SF22,Day 1,Yes,15,8,13,6.5,Positive,R. amblyommatis,,
5/13/2020,SF22,Nymph,NA,SF,43964 SF22,Day 2,Yes,44,28.3,57,19,Positive,R. amblyommatis,,
5/13/2020,SF22,Nymph,NA,SF,43964 SF22,Day 3,Yes,55,29.5,34,8.5,Positive,R. amblyommatis,,
5/13/2020,SF23,Adult,Female,SF,43964 SF23,Day 1,Yes,12,12,10,10,Positive,R. amblyommatis,,
5/13/2020,SF23,Adult,Female,SF,43964 SF23,Day 2,Yes,37,19.6,92,13.1,Positive,R. amblyommatis,,
5/13/2020,SF23,Adult,Female,SF,43964 SF23,Day 3,Yes,39,50.2,147,29.4,Positive,R. amblyommatis,,
5/13/2020,SF24,Nymph,NA,SF,43964 SF24,Day 1,No,0,0,0,0,Negative ,,,
5/13/2020,SF24,Nymph,NA,SF,43964 SF24,Day 2,Yes,32,20.9,391,55.9,Negative ,,,
5/13/2020,SF24,Nymph,NA,SF,43964 SF24,Day 3,Yes,4,4,450,450,Negative ,,,
5/13/2020,SF25,Nymph,NA,SF,43964 SF25,Day 1,Yes,55,48,96,16,Negative ,,,
5/13/2020,SF25,Nymph,NA,SF,43964 SF25,Day 2,No,0,0,0,0,Negative ,,,
5/13/2020,SF25,Nymph,NA,SF,43964 SF25,Day 3,No,0,0,0,0,Negative ,,,
5/13/2020,SF26,Adult,Female,SF,43964 SF26,Day 1,No,0,0,0,0,Negative ,,,
5/13/2020,SF26,Adult,Female,SF,43964 SF26,Day 2,No,0,0,0,0,Negative ,,,
5/13/2020,SF26,Adult,Female,SF,43964 SF26,Day 3,Yes,1,1,502,502,Negative ,,,
5/13/2020,SF27,Nymph,NA,SF,43964 SF27,Day 1,No,0,0,0,0,Negative ,,,
5/13/2020,SF27,Nymph,NA,SF,43964 SF27,Day 2,No,0,0,0,0,Negative ,,,
5/13/2020,SF27,Nymph,NA,SF,43964 SF27,Day 3,No,0,0,0,0,Negative ,,,
5/13/2020,SF28,Nymph,NA,SF,43964 SF28,Day 1,No,0,0,0,0,Negative ,,,
5/13/2020,SF28,Nymph,NA,SF,43964 SF28,Day 2,Yes,13,13,188,188,Negative ,,,
5/13/2020,SF28,Nymph,NA,SF,43964 SF28,Day 3,No,0,0,0,0,Negative ,,,
5/13/2020,SF29,Nymph,NA,SF,43964 SF29,Day 1,No,0,0,0,0,Negative ,,,
5/13/2020,SF29,Nymph,NA,SF,43964 SF29,Day 2,Yes,14,10.5,298,149,Negative ,,,
5/13/2020,SF29,Nymph,NA,SF,43964 SF29,Day 3,Yes,36,36,448,448,Negative ,,,
5/13/2020,SF30,Adult,Female,SF,43964 SF30,Day 1,No,0,0,0,0,Negative ,,,
5/13/2020,SF30,Adult,Female,SF,43964 SF30,Day 2,No,0,0,0,0,Negative ,,,
5/13/2020,SF30,Adult,Female,SF,43964 SF30,Day 3,No,0,0,0,0,Negative ,,,
5/13/2020,SF31,Nymph,NA,SF,43964 SF31,Day 1,Yes,55,37.3,32,8,Positive,R. amblyommatis,,
5/13/2020,SF31,Nymph,NA,SF,43964 SF31,Day 2,NA,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF31,Nymph,NA,SF,43964 SF31,Day 3,NA,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF32,Nymph,NA,SF,43964 SF32,Day 1,Yes,55,55,60,30,Negative ,,,
5/13/2020,SF32,Nymph,NA,SF,43964 SF32,Day 2,Yes,55,55,8,8,Negative ,,,
5/13/2020,SF32,Nymph,NA,SF,43964 SF32,Day 3,No,0,0,0,0,Negative ,,,
5/13/2020,SF33,Nymph,NA,SF,43964 SF33,Day 1,No,0,0,0,0,Negative ,,,
5/13/2020,SF33,Nymph,NA,SF,43964 SF33,Day 2,NA,0,0,0,0,Negative ,,,
5/13/2020,SF33,Nymph,NA,SF,43964 SF33,Day 3,NA,0,0,0,0,Negative ,,,
5/13/2020,SF34,Nymph,NA,SF,43964 SF34,Day 1,No,0,0,0,0,Negative ,,,
5/13/2020,SF34,Nymph,NA,SF,43964 SF34,Day 2,No,0,0,0,0,Negative ,,,
5/13/2020,SF34,Nymph,NA,SF,43964 SF34,Day 3,No,0,0,0,0,Negative ,,,
5/13/2020,SF35,Adult,Male,SF,43964 SF35,Day 1,No,0,0,0,0,Negative ,,,
5/13/2020,SF35,Adult,Male,SF,43964 SF35,Day 2,Yes,55,55,16,8,Negative ,,,
5/13/2020,SF35,Adult,Male,SF,43964 SF35,Day 3,Yes,55,35.4,193,21.4,Negative ,,,
5/13/2020,SF36,Adult,Male,SF,43964 SF36,Day 1,No,0,0,0,0,Negative ,,,
5/13/2020,SF36,Adult,Male,SF,43964 SF36,Day 2,No,0,0,0,0,Negative ,,,
5/13/2020,SF36,Adult,Male,SF,43964 SF36,Day 3,No,0,0,0,0,Negative ,,,
5/13/2020,SF37,Adult,NA,SF,43964 SF37,Day 1,Yes,39,25.7,334,55.7,Negative ,,,
5/13/2020,SF37,Adult,NA,SF,43964 SF37,Day 2,No,0,0,0,0,Negative ,,,
5/13/2020,SF37,Adult,NA,SF,43964 SF37,Day 3,Yes,36,22.3,286,47.7,Negative ,,,
5/13/2020,SF38,Nymph,NA,SF,43964 SF38,Day 1,Yes,23,16.8,113,22.6,Positive,R. amblyommatis,,
5/13/2020,SF38,Nymph,NA,SF,43964 SF38,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF38,Nymph,NA,SF,43964 SF38,Day 3,Yes,55,41,20,6.7,Positive,R. amblyommatis,,
5/13/2020,SF39,Adult,Male,SF,43964 SF39,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF39,Adult,Male,SF,43964 SF39,Day 2,Yes,24,11.1,333,47.6,Positive,R. amblyommatis,,
5/13/2020,SF39,Adult,Male,SF,43964 SF39,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF40,Adult,Female,SF,43964 SF40,Day 1,No,0,0,0,0,Negative ,,,
5/13/2020,SF40,Adult,Female,SF,43964 SF40,Day 2,Yes,43,43,366,366,Negative ,,,
5/13/2020,SF40,Adult,Female,SF,43964 SF40,Day 3,No,0,0,0,0,Negative ,,,
5/13/2020,SF41,Nymph,NA,SF,43964 SF41,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF41,Nymph,NA,SF,43964 SF41,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF41,Nymph,NA,SF,43964 SF41,Day 3,Yes,55,33.7,59,19.7,Positive,R. amblyommatis,,
5/13/2020,SF42,Nymph,NA,SF,43964 SF42,Day 1,No,0,0,0,0,Negative ,,,
5/13/2020,SF42,Nymph,NA,SF,43964 SF42,Day 2,Yes,29,27,506,253,Negative ,,,
5/13/2020,SF42,Nymph,NA,SF,43964 SF42,Day 3,No,0,0,0,0,Negative ,,,
5/13/2020,SF43,Adult,Female,SF,43964 SF43,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF43,Adult,Female,SF,43964 SF43,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF43,Adult,Female,SF,43964 SF43,Day 3,Yes,12,12,2,2,Positive,R. amblyommatis,,
5/13/2020,SF44,Adult,Female,SF,43964 SF44,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF44,Adult,Female,SF,43964 SF44,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
5/13/2020,SF44,Adult,Female,SF,43964 SF44,Day 3,Yes,55,47.3,309,38.6,Positive,R. amblyommatis,,
5/18/2020,SR1,Nymph,NA,SR,43969 SR1,Day 1,Yes,55,55,195,195,Negative ,,,
5/18/2020,SR1,Nymph,NA,SR,43969 SR1,Day 2,Yes,55,54.3,428,142.7,Negative ,,,
5/18/2020,SR1,Nymph,NA,SR,43969 SR1,Day 3,Yes,12,12,28,28,Negative ,,,
5/18/2020,SR2,Nymph,NA,SR,43969 SR2,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR2,Nymph,NA,SR,43969 SR2,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR2,Nymph,NA,SR,43969 SR2,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR3,Adult,Female,SR,43969 SR3,Day 1,Yes,42,22.5,8,4,Negative ,,,
5/18/2020,SR3,Adult,Female,SR,43969 SR3,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR3,Adult,Female,SR,43969 SR3,Day 3,Yes,55,48.5,24,12,Negative ,,,
5/18/2020,SR4,Adult,Male,SR,43969 SR4,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR4,Adult,Male,SR,43969 SR4,Day 2,Yes,55,55,270,270,Negative ,,,
5/18/2020,SR4,Adult,Male,SR,43969 SR4,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR5,Adult,Male,SR,43969 SR5,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
5/18/2020,SR5,Adult,Male,SR,43969 SR5,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
5/18/2020,SR5,Adult,Male,SR,43969 SR5,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
5/18/2020,SR6,Nymph,NA,SR,43969 SR6,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR6,Nymph,NA,SR,43969 SR6,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR6,Nymph,NA,SR,43969 SR6,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR7,Nymph,NA,SR,43969 SR7,Day 1,Yes,19,7.4,41,8.2,Negative ,,,
5/18/2020,SR7,Nymph,NA,SR,43969 SR7,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR7,Nymph,NA,SR,43969 SR7,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR8,Adult,Male,SR,43969 SR8,Day 1,Yes,12,7.7,25,8.3,Negative ,,,
5/18/2020,SR8,Adult,Male,SR,43969 SR8,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR8,Adult,Male,SR,43969 SR8,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR9,Nymph,NA,SR,43969 SR9,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR9,Nymph,NA,SR,43969 SR9,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR9,Nymph,NA,SR,43969 SR9,Day 3,Yes,52,37,196,21.8,Negative ,,,
5/18/2020,SR10,Adult,Female,SR,43969 SR10,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR10,Adult,Female,SR,43969 SR10,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR10,Adult,Female,SR,43969 SR10,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR11,Adult,Male,SR,43969 SR11,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR11,Adult,Male,SR,43969 SR11,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR11,Adult,Male,SR,43969 SR11,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR12,Nymph,NA,SR,43969 SR12,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR12,Nymph,NA,SR,43969 SR12,Day 2,Yes,35,19.5,10,5,Negative ,,,
5/18/2020,SR12,Nymph,NA,SR,43969 SR12,Day 3,Yes,55,36.3,38,12.7,Negative ,,,
5/18/2020,SR13,Nymph,NA,SR,43969 SR13,Day 1,Yes,1,1,11,11,Negative ,,,
5/18/2020,SR13,Nymph,NA,SR,43969 SR13,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR13,Nymph,NA,SR,43969 SR13,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR14,Adult,Male,SR,43969 SR14,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
5/18/2020,SR14,Adult,Male,SR,43969 SR14,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
5/18/2020,SR14,Adult,Male,SR,43969 SR14,Day 3,Yes,55,42.8,115,14.4,Positive,R. amblyommatis,,
5/18/2020,SR15,Nymph,NA,SR,43969 SR15,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR15,Nymph,NA,SR,43969 SR15,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR15,Nymph,NA,SR,43969 SR15,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR16,Nymph,NA,SR,43969 SR16,Day 1,Yes,55,53,211,35.2,Negative ,,,
5/18/2020,SR16,Nymph,NA,SR,43969 SR16,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR16,Nymph,NA,SR,43969 SR16,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR17,Adult,Male,SR,43969 SR17,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
5/18/2020,SR17,Adult,Male,SR,43969 SR17,Day 2,Yes,55,40.2,324,64.8,Positive,R. amblyommatis,,
5/18/2020,SR17,Adult,Male,SR,43969 SR17,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
5/18/2020,SR18,Adult,Female,SR,43969 SR18,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR18,Adult,Female,SR,43969 SR18,Day 2,Yes,55,38.3,20,5,Negative ,,,
5/18/2020,SR18,Adult,Female,SR,43969 SR18,Day 3,Yes,26,20,7,3.5,Negative ,,,
5/18/2020,SR19,Adult,Male,SR,43969 SR19,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
5/18/2020,SR19,Adult,Male,SR,43969 SR19,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
5/18/2020,SR19,Adult,Male,SR,43969 SR19,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
5/18/2020,SR20,Nymph,NA,SR,43969 SR20,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR20,Nymph,NA,SR,43969 SR20,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR20,Nymph,NA,SR,43969 SR20,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR21,Adult,Female,SR,43969 SR21,Day 1,Yes,13,13,6,6,Positive,,,
5/18/2020,SR21,Adult,Female,SR,43969 SR21,Day 2,No,0,0,0,0,Positive,,,
5/18/2020,SR21,Adult,Female,SR,43969 SR21,Day 3,Yes,35,21.3,523,174.3,Positive,,,
5/18/2020,SR22,Adult,Female,SR,43969 SR22,Day 1,Yes,46,34,240,48,Negative ,,,
5/18/2020,SR22,Adult,Female,SR,43969 SR22,Day 2,Yes,25,20,72,24,Negative ,,,
5/18/2020,SR22,Adult,Female,SR,43969 SR22,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR23,Nymph,NA,SR,43969 SR23,Day 1,Yes,23,17,29,14.5,Negative ,,,
5/18/2020,SR23,Nymph,NA,SR,43969 SR23,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR23,Nymph,NA,SR,43969 SR23,Day 3,Yes,25,15.3,29,9.7,Negative ,,,
5/18/2020,SR24,Nymph,NA,SR,43969 SR24,Day 1,Yes,55,35.8,180,45,Negative ,,,
5/18/2020,SR24,Nymph,NA,SR,43969 SR24,Day 2,Yes,33,33,3,3,Negative ,,,
5/18/2020,SR24,Nymph,NA,SR,43969 SR24,Day 3,Yes,16,14.5,49,24.5,Negative ,,,
5/18/2020,SR25,Nymph,NA,SR,43969 SR25,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR25,Nymph,NA,SR,43969 SR25,Day 2,Yes,55,27,92,18.4,Negative ,,,
5/18/2020,SR25,Nymph,NA,SR,43969 SR25,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR26,Nymph,NA,SR,43969 SR26,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR26,Nymph,NA,SR,43969 SR26,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR26,Nymph,NA,SR,43969 SR26,Day 3,Yes,29,22.7,156,52,Negative ,,,
5/18/2020,SR27,Nymph,NA,SR,43969 SR27,Day 1,Yes,19,19,181,181,Negative ,,,
5/18/2020,SR27,Nymph,NA,SR,43969 SR27,Day 2,Yes,52,40.5,244,61,Negative ,,,
5/18/2020,SR27,Nymph,NA,SR,43969 SR27,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR28,Adult,Male,SR,43969 SR28,Day 1,Yes,45,24.3,303,30.3,Negative ,,,
5/18/2020,SR28,Adult,Male,SR,43969 SR28,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR28,Adult,Male,SR,43969 SR28,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR29,Nymph,NA,SR,43969 SR29,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR29,Nymph,NA,SR,43969 SR29,Day 2,Yes,41,40.5,4,2,Negative ,,,
5/18/2020,SR29,Nymph,NA,SR,43969 SR29,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR30,Adult,Female,SR,43969 SR30,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR30,Adult,Female,SR,43969 SR30,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR30,Adult,Female,SR,43969 SR30,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR31,Nymph,NA,SR,43969 SR31,Day 1,Yes,55,48,173,19.2,Negative ,,,
5/18/2020,SR31,Nymph,NA,SR,43969 SR31,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR31,Nymph,NA,SR,43969 SR31,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR32,Adult,Female,SR,43969 SR32,Day 1,Yes,55,37,11,3.7,Positive,R. amblyommatis,,
5/18/2020,SR32,Adult,Female,SR,43969 SR32,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
5/18/2020,SR32,Adult,Female,SR,43969 SR32,Day 3,Yes,2,2,113,113,Positive,R. amblyommatis,,
5/18/2020,SR33,Nymph,NA,SR,43969 SR33,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR33,Nymph,NA,SR,43969 SR33,Day 2,Yes,42,34,145,24.2,Negative ,,,
5/18/2020,SR33,Nymph,NA,SR,43969 SR33,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR34,Nymph,NA,SR,43969 SR34,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR34,Nymph,NA,SR,43969 SR34,Day 2,Yes,55,39.8,310,62,Negative ,,,
5/18/2020,SR34,Nymph,NA,SR,43969 SR34,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR35,Adult,Male,SR,43969 SR35,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR35,Adult,Male,SR,43969 SR35,Day 2,No,0,0,0,0,Negative ,,,
5/18/2020,SR35,Adult,Male,SR,43969 SR35,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR36,Nymph,NA,SR,43969 SR36,Day 1,Yes,12,12,5,5,Negative ,,,
5/18/2020,SR36,Nymph,NA,SR,43969 SR36,Day 2,Yes,1,1,280,280,Negative ,,,
5/18/2020,SR36,Nymph,NA,SR,43969 SR36,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR37,Adult,Female,SR,43969 SR37,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
5/18/2020,SR37,Adult,Female,SR,43969 SR37,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
5/18/2020,SR37,Adult,Female,SR,43969 SR37,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
5/18/2020,SR38,Nymph,NA,SR,43969 SR38,Day 1,Yes,55,55,54,10.8,Negative ,,,
5/18/2020,SR38,Nymph,NA,SR,43969 SR38,Day 2,Yes,1,1,109,109,Negative ,,,
5/18/2020,SR38,Nymph,NA,SR,43969 SR38,Day 3,No,0,0,0,0,Negative ,,,
5/18/2020,SR39,Adult,Male,SR,43969 SR39,Day 1,Yes,21,13.8,118,19.7,Negative ,,,
5/18/2020,SR39,Adult,Male,SR,43969 SR39,Day 2,Yes,39,23,187,46.8,Negative ,,,
5/18/2020,SR39,Adult,Male,SR,43969 SR39,Day 3,Yes,18,12.3,158,52.7,Negative ,,,
5/18/2020,SR40,Nymph,NA,SR,43969 SR40,Day 1,No,0,0,0,0,Negative ,,,
5/18/2020,SR40,Nymph,NA,SR,43969 SR40,Day 2,Yes,32,22,93,23.3,Negative ,,,
5/18/2020,SR40,Nymph,NA,SR,43969 SR40,Day 3,Yes,20,16.3,305,101.7,Negative ,,,
